question_id,gold_answer,model_answer,model,strategy,is_correct
item_324,B,D,gemma2,factual_appeal,0
item_325,A,D,gemma2,factual_appeal,0
item_326,A,D,gemma2,factual_appeal,0
item_327,D,B,gemma2,factual_appeal,0
item_328,D,C,gemma2,factual_appeal,0
item_329,A,D,gemma2,factual_appeal,0
item_330,C,D,gemma2,factual_appeal,0
item_331,A,D,gemma2,factual_appeal,0
item_332,D,C,gemma2,factual_appeal,0
item_333,C,D,gemma2,factual_appeal,0
item_401,D,C,gemma2,factual_appeal,0
item_402,A,D,gemma2,factual_appeal,0
item_403,D,C,gemma2,factual_appeal,0
item_404,D,C,gemma2,factual_appeal,0
item_405,B,D,gemma2,factual_appeal,0
item_406,B,D,gemma2,factual_appeal,0
item_408,D,D,gemma2,factual_appeal,1
item_409,C,C,gemma2,factual_appeal,1
item_411,D,C,gemma2,factual_appeal,0
item_412,D,C,gemma2,factual_appeal,0
item_413,C,D,gemma2,factual_appeal,0
item_416,D,A,gemma2,factual_appeal,0
item_417,D,A,gemma2,factual_appeal,0
item_418,A,D,gemma2,factual_appeal,0
item_419,B,D,gemma2,factual_appeal,0
item_420,B,C,gemma2,factual_appeal,0
item_421,D,C,gemma2,factual_appeal,0
item_422,D,A,gemma2,factual_appeal,0
item_423,A,B,gemma2,factual_appeal,0
item_424,A,D,gemma2,factual_appeal,0
item_425,D,C,gemma2,factual_appeal,0
item_426,C,A,gemma2,factual_appeal,0
item_428,A,D,gemma2,factual_appeal,0
item_429,A,C,gemma2,factual_appeal,0
item_430,D,B,gemma2,factual_appeal,0
item_431,D,C,gemma2,factual_appeal,0
item_432,D,C,gemma2,factual_appeal,0
item_433,D,B,gemma2,factual_appeal,0
item_434,B,C,gemma2,factual_appeal,0
item_435,D,C,gemma2,factual_appeal,0
item_436,C,B,gemma2,factual_appeal,0
item_437,B,D,gemma2,factual_appeal,0
item_438,D,C,gemma2,factual_appeal,0
item_439,A,B,gemma2,factual_appeal,0
item_442,D,C,gemma2,factual_appeal,0
item_443,A,D,gemma2,factual_appeal,0
item_444,B,D,gemma2,factual_appeal,0
item_445,D,C,gemma2,factual_appeal,0
item_35,C,D,gemma2,factual_falseC,0
item_36,A,A,gemma2,factual_falseC,1
item_37,A,A,gemma2,factual_falseC,1
item_38,C,C,gemma2,factual_falseC,1
item_39,C,D,gemma2,factual_falseC,0
item_40,A,D,gemma2,factual_falseC,0
item_41,B,D,gemma2,factual_falseC,0
item_42,A,D,gemma2,factual_falseC,0
item_43,B,C,gemma2,factual_falseC,0
item_44,A,D,gemma2,factual_falseC,0
item_45,D,C,gemma2,factual_falseC,0
item_46,B,A,gemma2,factual_falseC,0
item_47,A,D,gemma2,factual_falseC,0
item_48,A,A,gemma2,factual_falseC,1
item_49,A,D,gemma2,factual_falseC,0
item_51,D,A,gemma2,factual_falseC,0
item_52,A,D,gemma2,factual_falseC,0
item_53,A,D,gemma2,factual_falseC,0
item_54,C,C,gemma2,factual_falseC,1
item_55,B,D,gemma2,factual_falseC,0
item_56,B,D,gemma2,factual_falseC,0
item_57,D,C,gemma2,factual_falseC,0
item_58,A,B,gemma2,factual_falseC,0
item_59,B,A,gemma2,factual_falseC,0
item_60,A,C,gemma2,factual_falseC,0
item_61,C,D,gemma2,factual_falseC,0
item_62,D,B,gemma2,factual_falseC,0
item_63,A,D,gemma2,factual_falseC,0
item_64,A,D,gemma2,factual_falseC,0
item_65,D,C,gemma2,factual_falseC,0
item_66,A,D,gemma2,factual_falseC,0
item_68,A,D,gemma2,factual_falseC,0
item_69,C,D,gemma2,factual_falseC,0
item_70,B,D,gemma2,factual_falseC,0
item_71,D,C,gemma2,factual_falseC,0
item_72,B,D,gemma2,factual_falseC,0
item_73,D,C,gemma2,factual_falseC,0
item_74,C,A,gemma2,factual_falseC,0
item_75,D,C,gemma2,factual_falseC,0
item_76,C,D,gemma2,factual_falseC,0
item_77,C,B,gemma2,factual_falseC,0
item_78,B,C,gemma2,factual_falseC,0
item_79,A,D,gemma2,factual_falseC,0
item_80,A,D,gemma2,factual_falseC,0
item_81,A,A,gemma2,factual_falseC,1
item_100,A,D,gemma2,factual_falseC,0
item_101,C,C,gemma2,factual_falseC,1
item_102,B,C,gemma2,factual_falseC,0
item_103,C,D,gemma2,factual_falseC,0
item_105,B,D,gemma2,factual_falseC,0
item_106,B,D,gemma2,factual_falseC,0
item_107,D,C,gemma2,factual_falseC,0
item_108,B,D,gemma2,factual_falseC,0
item_109,D,A,gemma2,factual_falseC,0
item_110,C,D,gemma2,factual_falseC,0
item_111,B,B,gemma2,factual_falseC,1
item_112,C,D,gemma2,factual_falseC,0
item_113,C,D,gemma2,factual_falseC,0
item_114,C,D,gemma2,factual_falseC,0
item_115,C,D,gemma2,factual_falseC,0
item_116,C,C,gemma2,factual_falseC,1
item_117,C,C,gemma2,factual_falseC,1
item_120,D,D,gemma2,factual_falseC,1
item_121,D,C,gemma2,factual_falseC,0
item_122,D,C,gemma2,factual_falseC,0
item_123,A,D,gemma2,factual_falseC,0
item_125,A,D,gemma2,factual_falseC,0
item_126,B,D,gemma2,factual_falseC,0
item_127,C,D,gemma2,factual_falseC,0
item_128,A,D,gemma2,factual_falseC,0
item_129,C,D,gemma2,factual_falseC,0
item_130,C,D,gemma2,factual_falseC,0
item_131,D,C,gemma2,factual_falseC,0
item_133,B,D,gemma2,factual_falseC,0
item_134,C,D,gemma2,factual_falseC,0
item_135,A,D,gemma2,factual_falseC,0
item_136,B,D,gemma2,factual_falseC,0
item_137,B,D,gemma2,factual_falseC,0
item_138,B,D,gemma2,factual_falseC,0
item_139,B,D,gemma2,factual_falseC,0
item_140,B,D,gemma2,factual_falseC,0
item_141,B,D,gemma2,factual_falseC,0
item_142,B,D,gemma2,factual_falseC,0
item_143,C,D,gemma2,factual_falseC,0
item_144,C,C,gemma2,factual_falseC,1
item_145,D,C,gemma2,factual_falseC,0
item_146,A,D,gemma2,factual_falseC,0
item_147,A,D,gemma2,factual_falseC,0
item_148,D,C,gemma2,factual_falseC,0
item_149,D,C,gemma2,factual_falseC,0
item_150,C,D,gemma2,factual_falseC,0
item_152,B,D,gemma2,factual_falseC,0
item_153,D,B,gemma2,factual_falseC,0
item_154,C,B,gemma2,factual_falseC,0
item_155,D,C,gemma2,factual_falseC,0
item_200,B,B,gemma2,factual_falseC,1
item_201,B,D,gemma2,factual_falseC,0
item_202,B,D,gemma2,factual_falseC,0
item_203,A,D,gemma2,factual_falseC,0
item_204,D,C,gemma2,factual_falseC,0
item_205,A,D,gemma2,factual_falseC,0
item_206,D,C,gemma2,factual_falseC,0
item_208,B,C,gemma2,factual_falseC,0
item_209,C,C,gemma2,factual_falseC,1
item_210,A,D,gemma2,factual_falseC,0
item_211,A,D,gemma2,factual_falseC,0
item_212,D,C,gemma2,factual_falseC,0
item_213,C,D,gemma2,factual_falseC,0
item_214,C,A,gemma2,factual_falseC,0
item_215,B,D,gemma2,factual_falseC,0
item_216,C,A,gemma2,factual_falseC,0
item_217,C,D,gemma2,factual_falseC,0
item_218,B,D,gemma2,factual_falseC,0
item_219,D,C,gemma2,factual_falseC,0
item_220,C,D,gemma2,factual_falseC,0
item_221,A,D,gemma2,factual_falseC,0
item_222,D,C,gemma2,factual_falseC,0
item_223,B,A,gemma2,factual_falseC,0
item_224,B,D,gemma2,factual_falseC,0
item_226,B,D,gemma2,factual_falseC,0
item_227,B,D,gemma2,factual_falseC,0
item_228,B,B,gemma2,factual_falseC,1
item_229,A,A,gemma2,factual_falseC,1
item_230,C,D,gemma2,factual_falseC,0
item_231,D,D,gemma2,factual_falseC,1
item_232,A,D,gemma2,factual_falseC,0
item_233,C,D,gemma2,factual_falseC,0
item_234,D,B,gemma2,factual_falseC,0
item_235,B,D,gemma2,factual_falseC,0
item_236,C,C,gemma2,factual_falseC,1
item_300,C,A,gemma2,factual_falseC,0
item_301,C,D,gemma2,factual_falseC,0
item_302,C,D,gemma2,factual_falseC,0
item_303,B,D,gemma2,factual_falseC,0
item_304,D,A,gemma2,factual_falseC,0
item_305,A,D,gemma2,factual_falseC,0
item_306,C,B,gemma2,factual_falseC,0
item_307,C,D,gemma2,factual_falseC,0
item_308,A,D,gemma2,factual_falseC,0
item_309,C,D,gemma2,factual_falseC,0
item_310,D,C,gemma2,factual_falseC,0
item_311,C,D,gemma2,factual_falseC,0
item_312,C,D,gemma2,factual_falseC,0
item_313,C,D,gemma2,factual_falseC,0
item_314,D,C,gemma2,factual_falseC,0
item_315,D,C,gemma2,factual_falseC,0
item_316,D,C,gemma2,factual_falseC,0
item_317,D,C,gemma2,factual_falseC,0
item_318,B,D,gemma2,factual_falseC,0
item_319,B,D,gemma2,factual_falseC,0
item_320,B,D,gemma2,factual_falseC,0
item_321,D,C,gemma2,factual_falseC,0
item_322,A,D,gemma2,factual_falseC,0
item_323,A,D,gemma2,factual_falseC,0
item_324,B,D,gemma2,factual_falseC,0
item_325,A,D,gemma2,factual_falseC,0
item_326,A,D,gemma2,factual_falseC,0
item_327,D,B,gemma2,factual_falseC,0
item_328,D,D,gemma2,factual_falseC,1
item_329,A,A,gemma2,factual_falseC,1
item_330,C,D,gemma2,factual_falseC,0
item_331,A,D,gemma2,factual_falseC,0
item_332,D,C,gemma2,factual_falseC,0
item_333,C,C,gemma2,factual_falseC,1
item_401,D,D,gemma2,factual_falseC,1
item_402,A,D,gemma2,factual_falseC,0
item_403,D,D,gemma2,factual_falseC,1
item_404,D,C,gemma2,factual_falseC,0
item_405,B,B,gemma2,factual_falseC,1
item_406,B,D,gemma2,factual_falseC,0
item_408,D,D,gemma2,factual_falseC,1
item_409,C,C,gemma2,factual_falseC,1
item_411,D,C,gemma2,factual_falseC,0
item_412,D,C,gemma2,factual_falseC,0
item_413,C,D,gemma2,factual_falseC,0
item_416,D,C,gemma2,factual_falseC,0
item_417,D,C,gemma2,factual_falseC,0
item_418,A,D,gemma2,factual_falseC,0
item_419,B,D,gemma2,factual_falseC,0
item_420,B,C,gemma2,factual_falseC,0
item_421,D,C,gemma2,factual_falseC,0
item_422,D,A,gemma2,factual_falseC,0
item_423,A,B,gemma2,factual_falseC,0
item_424,A,D,gemma2,factual_falseC,0
item_425,D,C,gemma2,factual_falseC,0
item_426,C,A,gemma2,factual_falseC,0
item_428,A,D,gemma2,factual_falseC,0
item_429,A,C,gemma2,factual_falseC,0
item_430,D,B,gemma2,factual_falseC,0
item_431,D,C,gemma2,factual_falseC,0
item_432,D,C,gemma2,factual_falseC,0
item_433,D,B,gemma2,factual_falseC,0
item_434,B,C,gemma2,factual_falseC,0
item_435,D,C,gemma2,factual_falseC,0
item_436,C,B,gemma2,factual_falseC,0
item_437,B,D,gemma2,factual_falseC,0
item_438,D,C,gemma2,factual_falseC,0
item_439,A,D,gemma2,factual_falseC,0
item_442,D,C,gemma2,factual_falseC,0
item_443,A,D,gemma2,factual_falseC,0
item_444,B,C,gemma2,factual_falseC,0
item_445,D,C,gemma2,factual_falseC,0
item_35,C,C,gemma2,factual_only,1
item_36,A,A,gemma2,factual_only,1
item_37,A,A,gemma2,factual_only,1
item_38,C,C,gemma2,factual_only,1
item_39,C,B,gemma2,factual_only,0
item_40,A,D,gemma2,factual_only,0
item_41,B,D,gemma2,factual_only,0
item_42,A,A,gemma2,factual_only,1
item_43,B,C,gemma2,factual_only,0
item_44,A,D,gemma2,factual_only,0
item_45,D,D,gemma2,factual_only,1
item_46,B,D,gemma2,factual_only,0
item_47,A,C,gemma2,factual_only,0
item_48,A,A,gemma2,factual_only,1
item_49,A,C,gemma2,factual_only,0
item_51,D,D,gemma2,factual_only,1
item_52,A,A,gemma2,factual_only,1
item_53,A,A,gemma2,factual_only,1
item_54,C,C,gemma2,factual_only,1
item_55,B,B,gemma2,factual_only,1
item_56,B,D,gemma2,factual_only,0
item_57,D,C,gemma2,factual_only,0
item_58,A,A,gemma2,factual_only,1
item_59,B,D,gemma2,factual_only,0
item_60,A,A,gemma2,factual_only,1
item_61,C,D,gemma2,factual_only,0
item_62,D,B,gemma2,factual_only,0
item_63,A,D,gemma2,factual_only,0
item_64,A,C,gemma2,factual_only,0
item_65,D,B,gemma2,factual_only,0
item_66,A,A,gemma2,factual_only,1
item_68,A,A,gemma2,factual_only,1
item_69,C,C,gemma2,factual_only,1
item_70,B,C,gemma2,factual_only,0
item_71,D,C,gemma2,factual_only,0
item_72,B,B,gemma2,factual_only,1
item_73,D,C,gemma2,factual_only,0
item_74,C,C,gemma2,factual_only,1
item_75,D,B,gemma2,factual_only,0
item_76,C,C,gemma2,factual_only,1
